,Market Share_total
100699,6.83
100700,7.7299999999999995
100701,5.45
100702,6.95
100703,6.99
100704,6.590000000000001
100705,8.03
100706,8.7
100707,9.129999999999999
100708,8.379999999999999
100709,8.46
100710,9.959999999999999
100711,8.679999999999998
100712,4.68
100713,5.67
100714,7.840000000000001
100715,6.890000000000001
100716,4.15
100717,4.749999999999999
100718,6.31
100719,5.4799999999999995
100720,4.420000000000001
100721,15.529999999999998
100722,9.510000000000002
100723,10.39
100724,7.7299999999999995
100725,8.129999999999999
100726,8.649999999999999
100727,8.73
100728,6.589999999999999
100729,7.35
100730,7.220000000000001
100731,6.17
100732,6.83
100733,12.820000000000002
100734,10.53
100735,8.669999999999998
100736,9.97
100737,5.04
100738,4.82
100739,4.05
100740,5.180000000000001
100741,10.09
100742,10.96
100743,8.3
100744,8.3
100745,8.3
100746,7.390000000000001
100747,6.5200000000000005
100748,13.4
100749,13.4
100750,13.4
100751,12.919999999999998
100752,12.88
100753,12.88
100754,13.7
100755,14.55
100756,15.319999999999999
100757,14.690000000000001
100758,13.190000000000001
100759,13.129999999999999
100760,13.129999999999999
100761,12.780000000000001
100762,7.459999999999999
100763,7.7799999999999985
100764,11.12
100765,11.799999999999999
100766,11.790000000000001
100767,8.77
100768,8.8
100769,7.35
100770,8.35
100771,5.020000000000001
100772,7.640000000000001
100773,6.140000000000001
100774,4.770000000000001
100775,5.19
100776,7.62
100777,5.92
100778,5.8
100779,7.62
100780,5.92
100781,18.900000000000002
100782,18.900000000000002
100783,20.09
100784,15.8
100785,13.2
100786,14.029999999999998
100787,14.029999999999998
100788,7.449999999999998
100789,11.059999999999999
100790,5.4
100791,12.059999999999999
100792,9.879999999999999
100793,9.459999999999999
100794,8.14
100795,10.08
100796,5.8999999999999995
100797,10.650000000000002
100798,9.030000000000001
100799,9.37
100800,9.65
100801,7.769999999999999
100802,7.1
100803,8.45
100804,7.32
100805,8.489999999999998
100806,10.620000000000001
100807,10.8
100808,8.64
100809,8.09
100810,7.119999999999999
100811,7.31
100812,7.469999999999999
100813,7.32
100814,9.100000000000001
100815,6.489999999999999
100816,17.54
100817,15.570000000000002
100818,10.229999999999999
100819,8.489999999999998
100820,9.3
100821,7.159999999999999
100822,8.879999999999999
100823,7.5
100824,9.790000000000001
100825,9.89
100826,7.8
100827,8.76
100828,7.2
100829,7.239999999999999
100830,6.849999999999999
100831,6.869999999999999
100832,8.08
100833,6.17
100834,5.82
100835,4.49
100836,5.159999999999999
100837,4.75
100838,5.73
100839,5.89
100840,5.09
100841,4.74
100842,10.45
100843,8.47
100844,10.26
100845,10.89
100846,9.709999999999999
100847,5.5600000000000005
100848,10.640000000000002
100849,5.529999999999999
100850,8.77
100851,8.33
100852,8.849999999999998
100853,5.9399999999999995
100854,9.77
100855,5.24
100856,7.3
100857,6.42
100858,5.7
100859,10.74
100860,7.089999999999999
100861,10.629999999999999
100862,11.02
100863,7.38
100864,8.3
100865,7.3
100866,5.98
100867,6.81
100868,4.8100000000000005
100869,4.41
100870,7.279999999999999
100871,5.42
100872,5.840000000000001
100873,9.06
100874,5.069999999999999
100875,4.61
100876,4.09
100877,3.21
100878,5.15
100879,9.09
100880,8.610000000000001
100881,8.610000000000001
100882,8.690000000000001
100883,2.8
100884,5.02
100885,8.17
100886,8.65
100887,10.84
100888,7.15
100889,6.0
100890,5.7
100891,5.49
100892,6.890000000000001
100893,7.019999999999999
100894,6.87
100895,13.420000000000002
100896,6.04
100897,6.44
100898,6.6800000000000015
100899,6.6800000000000015
100900,5.470000000000001
100901,5.470000000000001
100902,3.11
100903,6.659999999999999
100904,6.120000000000001
100905,9.88
100906,4.38
100907,10.120000000000001
100908,9.55
100909,8.190000000000001
100910,9.41
100911,10.78
100912,9.5
100913,10.940000000000001
100914,8.330000000000002
100915,7.970000000000001
100916,7.0
100917,6.580000000000001
100918,6.859999999999999
100919,6.640000000000001
100920,9.940000000000001
100921,8.499999999999998
100922,8.54
100923,7.7700000000000005
100924,7.300000000000002
100925,12.430000000000001
100926,5.78
100927,6.1000000000000005
100928,4.49
100929,8.419999999999998
100930,13.330000000000002
100931,10.14
100932,7.68
100933,12.919999999999998
100934,9.21
100935,5.6499999999999995
100936,5.719999999999999
100937,8.360000000000001
100938,8.59
100939,8.77
100940,9.47
100941,9.309999999999999
100942,10.659999999999998
100943,10.809999999999999
100944,10.809999999999999
100945,11.52
100946,10.110000000000001
100947,10.3
100948,10.1
100949,10.1
100950,12.450000000000003
100951,11.750000000000002
100952,12.32
100953,6.459999999999999
100954,7.860000000000001
100955,7.8
100956,8.12
100957,8.12
100958,8.12
100959,7.83
100960,12.22
100961,9.41
100962,11.37
100963,10.580000000000002
100964,10.010000000000002
100965,8.32
100966,7.99
100967,6.0600000000000005
100968,5.040000000000001
100969,4.98
100970,3.71
100971,11.36
100972,8.9
100973,8.690000000000001
100974,8.38
100975,8.46
100976,11.120000000000001
100977,9.29
100978,10.53
100979,11.25
100980,10.34
100981,10.290000000000001
100982,10.440000000000001
100983,11.83
100984,11.49
100985,13.65
100986,13.95
100987,6.83
100988,7.0200000000000005
100989,5.79
100990,5.980000000000001
100991,5.86
100992,5.440000000000001
100993,5.99
100994,6.09
100995,6.02
100996,6.44
100997,5.76
100998,4.72
100999,3.8900000000000006
101000,10.870000000000001
101001,11.64
101002,12.61
101003,12.33
101004,11.77
101005,11.77
101006,11.030000000000001
101007,10.73
101008,10.75
101009,8.080000000000002
101010,11.99
101011,10.24
101012,7.889999999999999
101013,9.169999999999998
101014,9.39
101015,9.38
101016,9.48
101017,8.75
101018,6.970000000000001
101019,6.630000000000003
101020,7.950000000000003
101021,6.980000000000001
101022,7.440000000000002
101023,7.0200000000000005
101024,6.630000000000001
101025,6.659999999999999
101026,8.559999999999999
101027,7.43
101028,10.33
101029,9.84
101030,7.65
101031,7.2700000000000005
101032,6.9799999999999995
101033,6.92
101034,7.140000000000001
101035,7.459999999999999
101036,4.51
101037,8.23
101038,5.710000000000001
101039,5.140000000000001
101040,8.629999999999999
101041,7.2700000000000005
101042,5.96
101043,8.919999999999998
101044,7.459999999999999
101045,8.840000000000002
101046,9.059999999999999
101047,6.319999999999999
101048,9.540000000000001
101049,9.979999999999999
101050,10.970000000000002
101051,11.830000000000002
101052,10.58
101053,10.809999999999999
101054,11.330000000000002
101055,11.210000000000003
101056,11.959999999999999
101057,11.740000000000002
101058,14.320000000000002
101059,14.05
101060,7.470000000000001
101061,7.42
101062,7.37
101063,6.4
101064,5.42
101065,5.869999999999999
101066,5.62
101067,4.18
101068,3.96
101069,3.9
101070,3.1399999999999997
101071,7.609999999999999
101072,4.7700000000000005
101073,4.76
101074,10.39
101075,9.430000000000003
101076,5.1
101077,4.859999999999999
101078,4.84
101079,4.89
101080,8.2
101081,8.73
101082,9.33
101083,6.67
101084,10.069999999999999
101085,5.859999999999999
101086,5.6899999999999995
101087,11.59
101088,11.600000000000001
101089,14.16
101090,14.51
101091,10.91
101092,7.87
101093,6.82
101094,3.9400000000000004
101095,6.0200000000000005
101096,3.6799999999999997
101097,5.7
101098,6.8
101099,3.02
101100,4.87
101101,7.220000000000001
101102,7.9799999999999995
101103,7.15
101104,7.15
101105,7.15
101106,6.529999999999999
101107,6.529999999999999
101108,7.489999999999999
101109,6.529999999999999
101110,2.56
101111,2.6800000000000006
101112,2.9
101113,2.9
101114,7.279999999999999
101115,6.9
101116,8.190000000000001
101117,8.43
101118,8.43
101119,8.43
101120,8.43
101121,8.330000000000002
101122,8.280000000000001
101123,8.280000000000001
101124,9.1
101125,9.1
101126,9.1
101127,9.900000000000002
101128,10.66
101129,10.66
101130,8.92
101131,8.92
101132,8.92
101133,8.959999999999999
101134,8.959999999999999
101135,9.05
101136,9.05
101137,8.690000000000001
101138,6.970000000000001
101139,6.970000000000001
101140,6.970000000000001
101141,6.99
101142,7.63
101143,7.239999999999999
101144,7.239999999999999
101145,6.609999999999999
101146,7.469999999999999
101147,7.909999999999999
101148,8.639999999999999
101149,8.250000000000002
101150,7.630000000000001
101151,9.34
101152,7.81
101153,7.779999999999999
101154,13.290000000000001
101155,6.57
101156,6.43
101157,8.74
101158,6.640000000000001
101159,6.220000000000001
101160,4.65
101161,4.25
101162,4.200000000000001
101163,5.8100000000000005
101164,5.74
101165,5.67
101166,6.840000000000001
101167,6.760000000000001
101168,6.99
101169,4.92
101170,4.58
101171,2.7199999999999998
101172,4.96
101173,5.29
101174,4.93
101175,6.850000000000001
101176,5.21
101177,8.95
101178,8.459999999999997
101179,9.260000000000002
101180,6.6
101181,10.190000000000001
101182,9.89
101183,5.8999999999999995
101184,9.34
101185,6.06
101186,5.5200000000000005
101187,11.17
101188,7.719999999999999
101189,14.290000000000001
101190,6.610000000000001
101191,6.779999999999999
101192,10.190000000000001
101193,5.49
101194,4.41
101195,5.2299999999999995
101196,3.62
101197,0.74
101198,2.6
101199,1.2600000000000002
101200,0.8400000000000001
101201,2.82
101202,2.89
101203,2.0700000000000003
101204,5.74
101205,5.35
101206,2.69
101207,2.69
101208,3.6100000000000003
101209,2.9800000000000004
101210,11.28
101211,6.9399999999999995
101212,6.909999999999999
101213,8.219999999999999
101214,8.179999999999998
101215,7.12
101216,9.16
101217,10.26
101218,11.09
101219,7.029999999999999
101220,7.029999999999999
101221,6.88
101222,5.640000000000001
101223,4.510000000000001
101224,4.28
101225,10.94
101226,9.45
101227,8.809999999999999
101228,11.32
101229,8.620000000000001
101230,10.81
101231,11.350000000000001
101232,3.29
101233,4.51
101234,9.65
101235,4.33
101236,3.07
101237,3.07
101238,2.76
101239,2.76
101240,11.48
101241,9.63
101242,9.63
101243,7.18
101244,9.610000000000001
101245,7.18
101246,9.150000000000002
101247,8.739999999999998
101248,11.220000000000002
101249,13.129999999999999
101250,13.51
101251,14.9
101252,15.020000000000001
101253,14.580000000000002
101254,21.610000000000007
101255,19.97
101256,17.11
101257,19.97
101258,12.629999999999999
101259,11.809999999999999
101260,11.509999999999998
101261,11.049999999999999
101262,7.56
101263,8.97
101264,8.76
101265,11.349999999999998
101266,11.349999999999998
101267,10.53
101268,32.980000000000004
101269,11.249999999999998
101270,14.48
101271,9.9
101272,7.960000000000001
101273,23.61
101274,14.340000000000003
101275,14.340000000000003
101276,6.840000000000001
101277,6.840000000000001
101278,14.340000000000003
101279,18.14
101280,22.25
101281,6.99
101282,6.74
101283,22.390000000000004
101284,7.589999999999999
101285,25.95
101286,25.95
101287,7.589999999999999
101288,7.589999999999999
101289,7.589999999999999
101290,24.139999999999997
101291,10.91
101292,10.349999999999998
101293,10.95
101294,10.65
101295,4.98
101296,4.04
101297,6.43
101298,9.489999999999998
101299,14.139999999999997
101300,9.09
101301,6.33
101302,5.27
101303,4.11
101304,2.7500000000000004
101305,3.7700000000000005
101306,2.8099999999999996
101307,2.88
101308,2.88
101309,3.0899999999999994
101310,4.0600000000000005
101311,4.3
101312,4.499999999999999
101313,4.29
101314,4.31
101315,4.25
101316,4.3999999999999995
101317,4.27
101318,4.630000000000001
101319,1.5500000000000003
101320,2.0599999999999996
101321,2.04
101322,2.29
101323,3.9699999999999998
101324,1.08
101325,0.21000000000000002
101326,1.9400000000000002
101327,1.31
101328,1.31
101329,1.2100000000000002
101330,1.54
101331,1.7600000000000002
101332,2.6499999999999995
101333,3.04
101334,2.6499999999999995
101335,2.96
101336,2.62
101337,1.9
101338,1.8199999999999998
101339,1.7600000000000002
101340,1.8199999999999998
101341,1.57
101342,1.86
101343,1.7100000000000002
101344,1.86
101345,6.570000000000002
101346,1.1600000000000001
101347,1.1600000000000001
101348,1.34
101349,1.23
101350,1.03
101351,1.5699999999999998
101352,0.6900000000000001
101353,2.08
101354,0.7000000000000001
101355,0.8099999999999999
101356,0.8099999999999999
101357,0.85
101358,0.5700000000000001
101359,1.13
101360,0.51
101361,0.5599999999999999
101362,1.2599999999999998
101363,0.9700000000000001
101364,0.9799999999999999
101365,0.6600000000000001
101366,0.7799999999999999
101367,0.72
101368,0.8100000000000002
101369,1.36
101370,1.5099999999999998
101371,1.78
101372,1.47
101373,0.41
101374,0.79
101375,0.030000000000000006
101376,1.17
101377,0.2
101378,0.64
101379,0.5700000000000001
101380,0.5200000000000001
101381,0.39000000000000007
101382,0.22999999999999998
101383,0.4699999999999999
101384,0.45999999999999996
101385,0.7100000000000001
101386,0.5
101387,0.86
101388,0.8100000000000002
101389,0.71
101390,0.74
101391,0.49000000000000005
101392,0.49000000000000005
101393,0.6799999999999999
101394,0.39
101395,0.79
101396,0.85
101397,1.2099999999999997
101398,1.4900000000000002
101399,0.9199999999999997
101400,5.090000000000001
101401,7.93
101402,4.659999999999999
101403,4.63
101404,3.0500000000000007
101405,3.04
101406,2.9900000000000007
101407,2.8000000000000003
101408,5.92
101409,5.720000000000001
101410,3.9200000000000004
101411,6.669999999999999
101412,6.7
101413,6.88
101414,6.909999999999999
101415,6.88
101416,9.059999999999999
101417,6.88
101418,7.980000000000001
101419,7.359999999999999
101420,7.960000000000001
101421,8.81
101422,8.760000000000002
101423,9.530000000000001
101424,10.55
101425,9.89
101426,8.870000000000001
101427,9.070000000000002
101428,9.080000000000002
101429,9.35
101430,8.940000000000001
101431,3.9800000000000004
101432,8.75
101433,8.33
101434,6.739999999999999
101435,5.380000000000001
101436,6.910000000000001
101437,6.85
101438,6.83
101439,7.85
101440,8.77
101441,9.129999999999999
101442,7.93
101443,8.52
101444,10.540000000000001
101445,8.34
101446,3.9
101447,6.4799999999999995
101448,7.8
101449,6.459999999999999
101450,4.17
101451,5.720000000000001
101452,5.8100000000000005
101453,5.64
101454,4.07
101455,13.6
101456,9.42
101457,9.959999999999999
101458,5.68
101459,5.37
101460,5.65
101461,5.8100000000000005
101462,6.81
101463,6.790000000000001
101464,10.44
101465,8.309999999999999
101466,7.360000000000001
101467,6.92
101468,9.809999999999999
101469,6.7
101470,4.890000000000001
101471,3.6300000000000003
101472,9.830000000000002
101473,10.670000000000002
101474,8.260000000000002
101475,8.260000000000002
101476,8.260000000000002
101477,7.390000000000001
101478,6.5200000000000005
101479,13.309999999999999
101480,13.309999999999999
101481,13.309999999999999
101482,12.150000000000002
101483,12.110000000000001
101484,12.110000000000001
101485,13.15
101486,14.0
101487,14.77
101488,13.719999999999999
101489,13.39
101490,13.560000000000002
101491,13.560000000000002
101492,12.16
101493,11.88
101494,12.020000000000001
101495,10.969999999999999
101496,11.669999999999998
101497,11.819999999999999
101498,8.81
101499,8.79
101500,7.709999999999998
101501,8.860000000000001
101502,4.950000000000001
101503,7.640000000000001
101504,6.18
101505,4.35
101506,6.719999999999999
101507,5.4799999999999995
101508,5.970000000000001
101509,6.719999999999999
101510,5.4799999999999995
101511,18.19
101512,18.19
101513,18.139999999999997
101514,14.879999999999999
101515,12.949999999999998
101516,13.839999999999998
101517,13.839999999999998
101518,7.33
101519,10.1
101520,6.33
101521,11.97
101522,9.77
101523,9.42
101524,8.32
101525,5.58
101526,5.97
101527,10.620000000000001
101528,11.610000000000001
101529,8.84
101530,9.23
101531,10.309999999999999
101532,10.48
101533,7.239999999999999
101534,6.539999999999999
101535,7.5699999999999985
101536,9.510000000000002
101537,6.75
101538,16.65
101539,14.26
101540,11.150000000000002
101541,8.26
101542,8.139999999999999
101543,6.889999999999999
101544,8.459999999999999
101545,7.55
101546,9.690000000000001
101547,9.73
101548,7.789999999999999
101549,8.9
101550,7.279999999999999
101551,7.739999999999999
101552,6.92
101553,6.95
101554,8.040000000000001
101555,6.589999999999999
101556,6.2299999999999995
101557,6.210000000000001
101558,5.180000000000001
101559,6.74
101560,6.369999999999999
101561,5.47
101562,5.02
101563,11.51
101564,8.65
101565,10.17
101566,11.139999999999999
101567,8.27
101568,5.56
101569,5.56
101570,5.88
101571,8.929999999999998
101572,9.17
101573,8.47
101574,10.25
101575,6.44
101576,6.780000000000001
101577,4.420000000000001
101578,5.48
101579,5.970000000000001
101580,11.1
101581,7.960000000000001
101582,10.150000000000002
101583,10.55
101584,13.669999999999998
101585,7.089999999999999
101586,7.65
101587,6.319999999999999
101588,6.7
101589,4.760000000000001
101590,6.62
101591,5.42
101592,7.3
101593,5.609999999999999
101594,5.57
101595,5.65
101596,6.1899999999999995
101597,5.49
101598,5.090000000000001
101599,3.6999999999999993
101600,5.12
101601,5.29
101602,4.819999999999999
101603,4.819999999999999
101604,4.9399999999999995
101605,3.960000000000001
101606,5.18
101607,8.27
101608,7.69
101609,8.129999999999999
101610,10.290000000000001
101611,7.639999999999999
101612,9.620000000000001
101613,10.68
101614,5.82
101615,6.7700000000000005
101616,6.76
101617,6.42
101618,6.35
101619,6.44
101620,8.150000000000002
101621,5.449999999999999
101622,5.449999999999999
101623,3.11
101624,7.350000000000001
101625,8.2
101626,9.66
101627,5.209999999999999
101628,9.6
101629,9.55
101630,8.45
101631,8.2
101632,10.13
101633,6.7700000000000005
101634,9.170000000000002
101635,10.570000000000002
101636,8.97
101637,9.57
101638,7.56
101639,7.15
101640,6.56
101641,8.419999999999998
101642,8.48
101643,7.4399999999999995
101644,12.69
101645,7.840000000000001
101646,7.57
101647,6.539999999999999
101648,6.839999999999999
101649,9.139999999999999
101650,5.42
101651,4.43
101652,6.23
101653,8.940000000000001
101654,9.319999999999999
101655,8.580000000000002
101656,8.5
101657,6.0
101658,7.88
101659,7.2299999999999995
101660,5.67
101661,5.3100000000000005
101662,8.690000000000001
101663,9.48
101664,10.540000000000001
101665,12.24
101666,10.790000000000001
101667,6.069999999999999
101668,5.91
101669,5.91
101670,6.9399999999999995
101671,6.9399999999999995
101672,8.26
101673,8.290000000000001
101674,8.09
101675,7.839999999999999
101676,7.769999999999999
101677,8.29
101678,7.889999999999999
101679,8.74
101680,8.629999999999999
101681,8.69
101682,9.34
101683,8.55
101684,8.58
101685,6.76
101686,5.029999999999999
101687,4.9399999999999995
101688,3.6700000000000004
101689,10.74
101690,8.75
101691,8.530000000000001
101692,8.32
101693,8.530000000000001
101694,11.71
101695,9.500000000000002
101696,10.629999999999999
101697,11.799999999999999
101698,10.309999999999999
101699,10.64
101700,10.330000000000002
101701,11.45
101702,11.320000000000002
101703,13.709999999999999
101704,13.860000000000003
101705,7.140000000000001
101706,6.959999999999999
101707,7.2799999999999985
101708,6.1800000000000015
101709,5.14
101710,5.31
101711,5.3
101712,5.73
101713,5.73
101714,5.98
101715,5.630000000000001
101716,4.5200000000000005
101717,3.750000000000001
101718,10.48
101719,10.77
101720,11.6
101721,11.32
101722,12.209999999999999
101723,12.209999999999999
101724,11.379999999999999
101725,10.870000000000001
101726,10.84
101727,7.860000000000001
101728,10.84
101729,8.430000000000001
101730,8.629999999999999
101731,9.260000000000002
101732,9.07
101733,9.629999999999999
101734,7.92
101735,6.23
101736,6.35
101737,6.840000000000001
101738,6.33
101739,6.75
101740,8.39
101741,7.5200000000000005
101742,10.03
101743,9.45
101744,7.4799999999999995
101745,7.290000000000001
101746,6.85
101747,7.390000000000001
101748,6.640000000000001
101749,5.790000000000001
101750,7.38
101751,7.38
101752,6.07
101753,4.83
101754,4.46
101755,4.35
101756,4.17
101757,8.85
101758,8.57
101759,6.12
101760,8.690000000000001
101761,9.180000000000001
101762,8.950000000000001
101763,8.930000000000001
101764,8.6
101765,5.72
101766,8.330000000000002
101767,9.49
101768,10.809999999999999
101769,12.1
101770,10.64
101771,10.680000000000001
101772,6.659999999999999
101773,6.9799999999999995
101774,6.869999999999999
101775,11.65
101776,11.17
101777,13.76
101778,13.25
101779,7.649999999999999
101780,6.960000000000001
101781,7.929999999999998
101782,7.2
101783,5.910000000000001
101784,5.999999999999999
101785,5.790000000000001
101786,4.92
101787,4.38
101788,3.84
101789,3.0800000000000005
101790,6.699999999999998
101791,4.7700000000000005
101792,4.76
101793,10.41
101794,7.970000000000001
101795,8.98
101796,7.950000000000001
101797,7.99
101798,7.980000000000001
101799,8.03
101800,8.010000000000002
101801,8.41
101802,7.25
101803,10.069999999999999
101804,9.770000000000001
101805,6.28
101806,6.19
101807,6.17
101808,5.64
101809,7.0
101810,7.090000000000001
101811,7.029999999999999
101812,13.179999999999998
101813,7.99
101814,6.610000000000001
101815,4.090000000000001
101816,6.0
101817,3.94
101818,5.64
101819,6.739999999999999
101820,3.03
101821,5.05
101822,7.210000000000001
101823,7.269999999999999
101824,7.44
101825,7.5
101826,7.5
101827,6.980000000000001
101828,6.980000000000001
101829,7.1
101830,6.980000000000001
101831,2.72
101832,2.84
101833,2.9
101834,2.9
101835,6.470000000000001
101836,6.26
101837,6.29
101838,6.909999999999999
101839,6.909999999999999
101840,6.909999999999999
101841,6.909999999999999
101842,6.81
101843,6.709999999999999
101844,6.709999999999999
101845,7.75
101846,7.75
101847,7.75
101848,8.500000000000002
101849,9.02
101850,9.33
101851,8.71
101852,8.71
101853,8.71
101854,8.73
101855,8.74
101856,8.830000000000002
101857,8.830000000000002
101858,8.510000000000002
101859,6.790000000000001
101860,6.790000000000001
101861,6.790000000000001
101862,6.81
101863,7.45
101864,6.9799999999999995
101865,6.9799999999999995
101866,7.08
101867,6.749999999999998
101868,7.289999999999999
101869,8.049999999999999
101870,7.640000000000001
101871,7.17
101872,9.129999999999999
101873,8.78
101874,8.0
101875,12.979999999999999
101876,7.7299999999999995
101877,7.589999999999999
101878,8.45
101879,8.36
101880,6.170000000000001
101881,4.5200000000000005
101882,4.12
101883,4.130000000000001
101884,5.87
101885,5.74
101886,5.67
101887,6.840000000000001
101888,6.760000000000001
101889,7.13
101890,5.06
101891,5.270000000000001
101892,4.640000000000001
101893,3.5100000000000002
101894,5.279999999999999
101895,7.840000000000001
101896,7.94
101897,7.94
101898,8.040000000000001
101899,6.820000000000002
101900,6.28
101901,7.959999999999999
101902,7.9
101903,8.26
101904,7.33
101905,10.579999999999998
101906,10.279999999999998
101907,6.1899999999999995
101908,6.26
101909,5.48
101910,11.010000000000002
101911,13.319999999999999
101912,12.929999999999998
101913,12.879999999999999
101914,6.959999999999999
101915,6.959999999999999
101916,6.6
101917,6.6
101918,7.15
101919,4.21
101920,6.4700000000000015
101921,6.68
101922,0.7500000000000001
101923,2.63
101924,1.1600000000000001
101925,0.95
101926,2.57
101927,2.36
101928,2.0700000000000003
101929,5.83
101930,5.66
101931,2.9899999999999998
101932,2.9899999999999998
101933,3.0199999999999996
101934,3.0100000000000007
101935,10.709999999999999
101936,6.35
101937,6.6899999999999995
101938,7.239999999999999
101939,9.169999999999998
101940,10.569999999999999
101941,15.170000000000002
101942,6.63
101943,6.63
101944,4.72
101945,4.029999999999999
101946,5.75
101947,4.82
101948,3.6099999999999994
101949,32.339999999999996
101950,6.909999999999999
101951,7.390000000000001
101952,10.63
101953,10.559999999999999
101954,10.84
101955,5.7299999999999995
101956,3.28
101957,4.919999999999999
101958,9.72
101959,5.470000000000001
101960,5.49
101961,5.49
101962,4.119999999999999
101963,5.49
101964,4.24
101965,12.32
101966,10.070000000000002
101967,9.780000000000003
101968,9.780000000000003
101969,10.460000000000003
101970,10.03
101971,9.780000000000003
101972,9.0
101973,8.67
101974,9.700000000000003
101975,8.319999999999999
101976,11.220000000000002
101977,14.05
101978,14.929999999999998
101979,15.839999999999998
101980,20.98
101981,16.09
101982,22.29
101983,17.79
101984,17.79
101985,18.09
101986,12.129999999999999
101987,11.759999999999998
101988,7.769999999999999
101989,9.15
101990,11.549999999999999
101991,10.73
101992,10.28
101993,12.19
101994,14.01
101995,7.85
101996,19.39
101997,14.340000000000003
101998,14.340000000000003
101999,8.940000000000001
102000,8.940000000000001
102001,14.340000000000003
102002,17.28
102003,15.86
102004,7.830000000000001
102005,7.2
102006,22.76
102007,13.660000000000002
102008,25.65
102009,25.65
102010,27.7
102011,29.350000000000005
102012,8.91
102013,11.309999999999999
102014,15.52
102015,16.75
102016,15.209999999999999
102017,10.27
102018,9.649999999999999
102019,5.2299999999999995
102020,3.7399999999999998
102021,6.43
102022,10.229999999999999
102023,13.74
102024,8.62
102025,5.9
102026,5.62
102027,4.43
102028,2.74
102029,2.4
102030,3.2600000000000002
102031,1.36
102032,1.4300000000000002
102033,2.9599999999999995
102034,2.76
102035,4.46
102036,4.430000000000001
102037,4.319999999999999
102038,4.390000000000001
102039,4.390000000000001
102040,4.909999999999999
102041,4.609999999999999
102042,3.9899999999999998
102043,2.3600000000000003
102044,2.2399999999999993
102045,2.4699999999999998
102046,1.4500000000000002
102047,3.5499999999999994
102048,0.8899999999999999
102049,0.43000000000000005
102050,2.0000000000000004
102051,1.02
102052,1.02
102053,1.35
102054,1.8700000000000003
102055,2.0900000000000007
102056,4.209999999999999
102057,4.659999999999999
102058,3.7700000000000005
102059,2.67
102060,2.0000000000000004
102061,1.6
102062,1.5500000000000003
102063,1.6
102064,1.36
102065,1.65
102066,1.57
102067,1.65
102068,6.37
102069,0.96
102070,0.96
102071,1.1600000000000001
102072,1.25
102073,0.8400000000000001
102074,0.8300000000000001
102075,0.85
102076,1.1199999999999999
102077,0.8500000000000002
102078,2.16
102079,0.8499999999999999
102080,0.7899999999999999
102081,0.97
102082,0.77
102083,0.69
102084,1.13
102085,0.6399999999999999
102086,0.89
102087,0.99
102088,0.72
102089,0.74
102090,1.7
102091,1.28
102092,1.44
102093,1.5
102094,2.72
102095,0.6300000000000001
102096,0.97
102097,1.3299999999999998
102098,0.14
102099,0.45999999999999996
102100,0.6399999999999999
102101,0.62
102102,0.47000000000000003
102103,0.45999999999999996
102104,0.24
102105,0.30000000000000004
102106,0.65
102107,0.49000000000000005
102108,1.3000000000000003
102109,1.2
102110,0.72
102111,0.74
102112,0.75
102113,0.5
102114,0.64
102115,0.79
102116,0.9400000000000001
102117,0.97
102118,1.1199999999999999
102119,1.6800000000000002
102120,1.1
102121,5.9
102122,9.139999999999999
102123,6.160000000000001
102124,6.140000000000001
102125,5.55
102126,2.26
102127,2.28
102128,2.62
102129,2.18
102130,6.140000000000001
102131,5.03
102132,4.79
102133,6.779999999999999
102134,6.719999999999999
102135,6.989999999999999
102136,6.85
102137,6.989999999999999
102138,8.959999999999999
102139,6.839999999999999
102140,7.94
102141,7.38
102142,7.92
102143,8.760000000000002
102144,8.760000000000002
102145,9.13
102146,9.629999999999999
102147,9.209999999999999
102148,8.06
102149,8.850000000000001
102150,8.860000000000001
102151,8.74
102152,8.72
102153,3.7900000000000005
102154,8.47
102155,8.43
102156,6.21
102157,5.43
102158,6.530000000000001
102159,6.55
102160,6.710000000000001
102161,7.550000000000002
102162,8.82
102163,9.09
102164,8.08
102165,8.4
102166,9.24
102167,8.14
102168,8.3
102169,6.39
102170,7.62
102171,7.19
102172,6.6
102173,7.269999999999999
102174,7.719999999999999
102175,6.5200000000000005
102176,6.68
102177,4.74
102178,5.24
102179,14.1
102180,9.42
102181,8.129999999999999
102182,7.049999999999999
102183,7.07
102184,5.7299999999999995
102185,8.440000000000001
102186,7.35
102187,11.500000000000002
102188,10.09
102189,8.76
102190,8.209999999999999
102191,8.89
102192,3.5900000000000007
102193,3.97
102194,6.949999999999998
102195,10.470000000000002
102196,11.900000000000002
102197,8.5
102198,10.139999999999999
102199,9.66
102200,6.9
102201,6.409999999999999
102202,13.85
102203,13.85
102204,13.85
102205,12.440000000000001
102206,12.400000000000002
102207,12.400000000000002
102208,13.440000000000001
102209,14.290000000000001
102210,14.66
102211,13.61
102212,13.23
102213,13.390000000000004
102214,13.390000000000004
102215,11.599999999999998
102216,12.59
102217,12.15
102218,11.57
102219,13.309999999999999
102220,11.79
102221,8.91
102222,8.75
102223,7.999999999999998
102224,8.91
102225,4.99
102226,8.81
102227,6.889999999999999
102228,5.9399999999999995
102229,5.7299999999999995
102230,7.25
102231,9.129999999999999
102232,5.7299999999999995
102233,9.129999999999999
102234,18.89
102235,18.86
102236,18.86
102237,14.6
102238,13.87
102239,13.87
102240,12.829999999999998
102241,6.769999999999999
102242,11.02
102243,6.0600000000000005
